  19.0000  -2.0000   0.0000  -4.0000   0.0000   0.0000  -1.0000  -1.0000  -2.0000   0.0000  -4.0000  -4.0000        	-122.0000
  -3.0000  26.0000  -3.0000  -3.0000  -4.0000  -2.0000  -2.0000  -3.0000  -3.0000   0.0000  -2.0000  -1.0000        	-103.0000
  -2.0000  -2.0000  23.0000  -3.0000  -1.0000  -4.0000  -2.0000  -3.0000  -3.0000  -1.0000   0.0000  -2.0000        	-77.0000
  -2.0000   0.0000  -4.0000  20.0000  -1.0000  -3.0000  -2.0000  -1.0000  -1.0000   0.0000  -3.0000  -3.0000        	-57.0000
  -1.0000  -1.0000  -2.0000   0.0000  13.0000  -2.0000  -2.0000   0.0000  -1.0000  -3.0000   0.0000  -1.0000        	-21.0000
  -3.0000  -4.0000  -4.0000  -2.0000  -1.0000  28.0000  -4.0000  -2.0000   0.0000  -1.0000  -3.0000  -4.0000        	-3.0000
  -4.0000   0.0000  -4.0000  -4.0000  -3.0000  -3.0000  20.0000  -1.0000   0.0000  -1.0000   0.0000   0.0000        	57.0000
  -3.0000  -4.0000  -3.0000  -3.0000  -3.0000  -1.0000   0.0000  24.0000  -3.0000  -1.0000  -2.0000  -1.0000        	68.0000
  -1.0000  -2.0000   0.0000  -3.0000  -1.0000  -4.0000   0.0000  -1.0000  21.0000  -4.0000  -2.0000  -3.0000        	37.0000
  -1.0000  -3.0000  -3.0000  -4.0000   0.0000  -2.0000  -4.0000   0.0000  -2.0000  23.0000  -2.0000  -2.0000        	94.0000
  -3.0000  -4.0000  -3.0000  -3.0000  -4.0000  -2.0000  -4.0000   0.0000  -3.0000  -2.0000  32.0000  -4.0000        	165.0000
  -3.0000   0.0000  -3.0000  -4.0000  -2.0000  -3.0000  -2.0000  -2.0000  -2.0000  -2.0000  -1.0000  24.0000        	153.0000
