   27   -2    0   -4    0    0   -1   -1   -2    0   -4   -4   -3   -2   -3	 -226
   -3   31   -2   -2   -3   -3    0   -2   -1   -2   -2   -3   -3   -1   -4	 -204
   -2   -3   22   -1    0   -2   -2    0   -4    0   -1   -3   -2   -1   -1	 -110
    0   -3   -3   20   -1   -2    0   -2   -2   -2    0   -1   -3    0   -1	  -72
   -3   -4   -4   -2   38   -3   -4   -2    0   -1   -3   -4   -4    0   -4	 -106
   -4   -3   -3   -1   -1   30   -1    0    0   -3   -4   -3   -3   -3   -1	  -61
    0    0   -3   -1   -2   -1   18   -2    0   -3   -1   -4    0   -1    0	  -22
   -4   -2   -3   -1   -3   -3   -4   33   -2   -4    0   -2   -1   -2   -2	   29
   -3   -4   -3   -3   -4   -2   -4    0   39   -2   -4   -4   -3    0   -3	   63
   -4   -2   -3   -2   -2   -2   -2   -1   -1   24    0    0   -1   -3   -1	   92
   -2   -3   -3   -4   -1   -1   -4   -3   -2   -4   30    0    0   -2   -1	  133
   -1   -4   -3   -2   -4   -3   -3    0   -4   -3   -3   31    0   -1    0	  174
   -3    0   -1    0   -1   -1   -4   -1   -2   -2   -1   -1   20   -1   -2	  102
   -3   -4   -2   -1    0    0   -3   -4   -3   -4    0    0   -3   28   -1	  197
    0   -1    0    0    0   -2   -4   -4   -1   -1   -1   -2    0   -1   17	  113
