  27.00  -2.00   0.00  -4.00   0.00   0.00  -1.00  -1.00  -2.00   0.00  -4.00  -4.00  -3.00  -2.00  -3.00	-226.00
   0.00  30.78  -2.00  -2.44  -3.00  -3.00  -0.11  -2.11  -1.22  -2.00  -2.44  -3.44  -3.33  -1.22  -4.33	-229.11
   0.00  -3.15  22.00  -1.30   0.00  -2.00  -2.07  -0.07  -4.15   0.00  -1.30  -3.30  -2.22  -1.15  -1.22	-126.74
   0.00  -3.00  -3.00  20.00  -1.00  -2.00   0.00  -2.00  -2.00  -2.00   0.00  -1.00  -3.00   0.00  -1.00	 -72.00
   0.00  -4.22  -4.00  -2.44  38.00  -3.00  -4.11  -2.11  -0.22  -1.00  -3.44  -4.44  -4.33  -0.22  -4.33	-131.11
   0.00  -3.30  -3.00  -1.59  -1.00  30.00  -1.15  -0.15  -0.30  -3.00  -4.59  -3.59  -3.44  -3.30  -1.44	 -94.48
   0.00   0.00  -3.00  -1.00  -2.00  -1.00  18.00  -2.00   0.00  -3.00  -1.00  -4.00   0.00  -1.00   0.00	 -22.00
   0.00  -2.30  -3.00  -1.59  -3.00  -3.00  -4.15  32.85  -2.30  -4.00  -0.59  -2.59  -1.44  -2.30  -2.44	  -4.48
   0.00  -4.22  -3.00  -3.44  -4.00  -2.00  -4.11  -0.11  38.78  -2.00  -4.44  -4.44  -3.33  -0.22  -3.33	  37.89
   0.00  -2.30  -3.00  -2.59  -2.00  -2.00  -2.15  -1.15  -1.30  24.00  -0.59  -0.59  -1.44  -3.30  -1.44	  58.52
   0.00  -3.15  -3.00  -4.30  -1.00  -1.00  -4.07  -3.07  -2.15  -4.00  29.70  -0.30  -0.22  -2.15  -1.22	 116.26
   0.00  -4.07  -3.00  -2.15  -4.00  -3.00  -3.04  -0.04  -4.07  -3.00  -3.15  30.85  -0.11  -1.07  -0.11	 165.63
   0.00  -0.22  -1.00  -0.44  -1.00  -1.00  -4.11  -1.11  -2.22  -2.00  -1.44  -1.44  19.67  -1.22  -2.33	  76.89
   0.00  -4.22  -2.00  -1.44   0.00   0.00  -3.11  -4.11  -3.22  -4.00  -0.44  -0.44  -3.33  27.78  -1.33	 171.89
   0.00  -1.00   0.00   0.00   0.00  -2.00  -4.00  -4.00  -1.00  -1.00  -1.00  -2.00   0.00  -1.00  17.00	 113.00
