  27.00  -2.00   0.00  -4.00   0.00   0.00  -1.00  -1.00  -2.00   0.00  -4.00  -4.00  -3.00  -2.00  -3.00	-226.00
   0.00  30.78  -2.00  -2.44  -3.00  -3.00  -0.11  -2.11  -1.22  -2.00  -2.44  -3.44  -3.33  -1.22  -4.33	-229.11
   0.00   0.00  21.80  -1.55  -0.31  -2.31  -2.09  -0.29  -4.27  -0.20  -1.55  -3.65  -2.56  -1.27  -1.67	-150.18
   0.00   0.00   0.00  19.54  -1.34  -2.63  -0.32  -2.25  -2.75  -2.22  -0.46  -1.87  -3.70  -0.31  -1.67	-116.35
   0.00   0.00   0.00   0.00  37.32  -4.28  -4.59  -2.81  -1.66  -1.67  -4.16  -5.93  -5.88  -0.69  -5.52	-210.35
   0.00   0.00   0.00   0.00   0.00  28.89  -1.69  -0.77  -1.42  -3.55  -5.30  -4.94  -4.81  -3.68  -2.55	-162.08
   0.00   0.00   0.00   0.00   0.00   0.00  17.33  -2.39  -0.94  -3.47  -1.79  -5.25  -1.20  -1.45  -0.80	 -71.55
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  31.34  -3.92  -6.11  -2.73  -6.39  -4.04  -3.63  -4.29	-119.31
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  36.46  -4.92  -7.07  -9.29  -6.96  -1.91  -6.09	-118.13
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  21.48  -3.07  -4.81  -4.68  -4.77  -3.91	 -61.94
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  25.56  -7.66  -6.02  -5.78  -5.82	 -56.11
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  21.08  -7.88  -6.21  -6.66	 -35.02
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  13.68  -5.91  -7.41	 -14.64
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  16.15 -15.37	  -1.31
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.81	  15.38
