  26.10  -2.00   0.00  -4.00   0.00   0.00  -1.00  -1.00  -2.00   0.00  -4.00  -4.00  -3.00  -2.00  -3.00	-230.50
   0.00  30.77  -2.00  -2.46  -3.00  -3.00  -0.11  -2.11  -1.23  -2.00  -2.46  -3.46  -3.34  -1.23  -4.34	-230.49
   0.00   0.00  21.80  -1.56  -0.31  -2.31  -2.09  -0.29  -4.28  -0.20  -1.56  -3.66  -2.57  -1.28  -1.68	-151.28
   0.00   0.00   0.00  19.53  -1.34  -2.63  -0.32  -2.25  -2.75  -2.23  -0.47  -1.87  -3.70  -0.31  -1.67	-116.65
   0.00   0.00   0.00   0.00  37.31  -4.28  -4.59  -2.82  -1.67  -1.67  -4.18  -5.95  -5.90  -0.70  -5.54	-212.39
   0.00   0.00   0.00   0.00   0.00  28.88  -1.69  -0.78  -1.43  -3.55  -5.33  -4.97  -4.84  -3.69  -2.58	-164.60
   0.00   0.00   0.00   0.00   0.00   0.00  17.33  -2.39  -0.94  -3.47  -1.80  -5.26  -1.21  -1.46  -0.80	 -72.01
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  31.33  -3.94  -6.12  -2.77  -6.43  -4.07  -3.65  -4.32	-122.46
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  36.43  -4.93  -7.11  -9.33  -6.99  -1.93  -6.12	-121.20
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  21.47  -3.12  -4.86  -4.72  -4.79  -3.95	 -65.56
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  25.51  -7.72  -6.08  -5.81  -5.87	 -60.36
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  20.99  -7.95  -6.26  -6.74	 -40.14
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  13.55  -6.00  -7.52	 -20.40
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  15.84 -15.76	 -14.28
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.09	   1.65
