  26.10  -2.00   0.00  -4.00   0.00   0.00  -1.00  -1.00  -2.00   0.00  -4.00  -4.00  -3.00  -2.00  -3.00	-230.50
   0.00  30.77  -2.00  -2.46  -3.00  -3.00  -0.11  -2.11  -1.23  -2.00  -2.46  -3.46  -3.34  -1.23  -4.34	-230.49
   0.00  -3.15  22.00  -1.31   0.00  -2.00  -2.08  -0.08  -4.15   0.00  -1.31  -3.31  -2.23  -1.15  -1.23	-127.66
   0.00  -3.00  -3.00  20.00  -1.00  -2.00   0.00  -2.00  -2.00  -2.00   0.00  -1.00  -3.00   0.00  -1.00	 -72.00
   0.00  -4.23  -4.00  -2.46  38.00  -3.00  -4.11  -2.11  -0.23  -1.00  -3.46  -4.46  -4.34  -0.23  -4.34	-132.49
   0.00  -3.31  -3.00  -1.61  -1.00  30.00  -1.15  -0.15  -0.31  -3.00  -4.61  -3.61  -3.46  -3.31  -1.46	 -96.33
   0.00   0.00  -3.00  -1.00  -2.00  -1.00  18.00  -2.00   0.00  -3.00  -1.00  -4.00   0.00  -1.00   0.00	 -22.00
   0.00  -2.31  -3.00  -1.61  -3.00  -3.00  -4.15  32.85  -2.31  -4.00  -0.61  -2.61  -1.46  -2.31  -2.46	  -6.33
   0.00  -4.23  -3.00  -3.46  -4.00  -2.00  -4.11  -0.11  38.77  -2.00  -4.46  -4.46  -3.34  -0.23  -3.34	  36.51
   0.00  -2.31  -3.00  -2.61  -2.00  -2.00  -2.15  -1.15  -1.31  24.00  -0.61  -0.61  -1.46  -3.31  -1.46	  56.67
   0.00  -3.15  -3.00  -4.31  -1.00  -1.00  -4.08  -3.08  -2.15  -4.00  29.69  -0.31  -0.23  -2.15  -1.23	 115.34
   0.00  -4.08  -3.00  -2.15  -4.00  -3.00  -3.04  -0.04  -4.08  -3.00  -3.15  30.85  -0.11  -1.08  -0.11	 165.17
   0.00  -0.23  -1.00  -0.46  -1.00  -1.00  -4.11  -1.11  -2.23  -2.00  -1.46  -1.46  19.66  -1.23  -2.34	  75.51
   0.00  -4.23  -2.00  -1.46   0.00   0.00  -3.11  -4.11  -3.23  -4.00  -0.46  -0.46  -3.34  27.77  -1.34	 170.51
   0.00  -1.00   0.00   0.00   0.00  -2.00  -4.00  -4.00  -1.00  -1.00  -1.00  -2.00   0.00  -1.00  17.00	 113.00
