    94.00    54.00   -85.00   -53.00    15.00    40.00    80.00    84.00   -22.00   -28.00    72.00    80.00    69.00   -44.00   -89.00		  2570.00
     0.00    87.32   -26.95  -103.20   -89.24   -65.32    41.36    -7.17    50.43   -12.28    29.43    44.36   -68.93   -85.15    86.59		 -1002.26
     0.00   -36.04   -74.34   -64.11   -27.23   -52.96   108.09   140.49    32.28   -78.83   122.28    61.09   125.72    45.55    10.26		  6130.23
     0.00    -0.11   -80.35   -20.27   -56.59   -54.89    57.21    52.72    81.19    20.43   141.19    30.21    36.31    65.38    19.14		  5579.08
     0.00   -54.15   -60.69   -92.37    -5.82    76.15   134.30    38.21    58.47    22.60    44.47    25.30   -55.97   -25.06   -93.61		   123.32
     0.00    46.94    23.49   -42.66    35.15    43.06    83.13    88.23   -51.09   -44.74   101.91    64.13    59.09   -50.17    53.38		  5204.85
     0.00     0.98   -32.17   -55.55    16.38   -51.98   -27.96     7.74   -94.36   -52.91   -60.36    95.04   -54.64    -7.72    54.13		 -2642.38
     0.00    18.91   -22.18     5.29   -21.97   105.09   -81.83   107.98    73.55   -66.66   -85.45   -39.83     9.95   -36.89   -87.99		 -2813.53
     0.00   -57.04   -13.84    25.39   -50.73   -41.96    66.09    26.49   -96.72    83.17   -60.72    73.09   -18.78   -99.45   -34.24		 -2661.77
     0.00   102.98  -137.67   -31.05    -5.12   118.02     0.04    -7.26    11.64   -54.91    31.64    23.04    73.86   -39.72   -86.37		  -421.38
     0.00  -130.28   152.29   117.31    17.48  -115.72   -81.45  -152.32    -9.70   -25.89   -45.70   -49.45   -79.80   -22.40    27.16		 -5709.98
     0.00   -13.85  -123.31    57.37   -63.18   -39.15    24.70    71.79    54.53    59.40    39.53   -46.30    19.97    48.06    16.61		  2598.68
     0.00    45.47  -101.26    56.17    -3.43   125.53    17.06   123.62   -77.04   -52.87    55.96   -29.94    70.04    43.91   -37.81		  2790.43
     0.00    -8.72     2.71   -51.31   -18.48   -23.28   156.45    22.32    43.70   -29.11    -7.30    14.45   166.80   -57.60   -33.16		  2596.98
     0.00   109.89   -50.35    35.73   -16.59   -28.89   -28.79   -35.28   -85.81    25.43    22.19   -44.79   109.31    16.38   -43.86		  -408.91
